model_name,Low Fidelity,High Fidelity,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle
E_S_WWC_WM_536,0.281591963024288,0.272703534770764,11.9733,-4.3914,18.9722,17.2916,0.43,-1.29,10.5353,2.19943,-14.6686,-62.6804,0.10988,0.6,18.1274,0.4,-13.4696,20.975,-21.4751,24.4114,92.7637,-15.466,-47.1534,58.4512,-51.5957
E_S_WWC_WM_537,0.395181541106834,0.285911219744186,12.3142,8.93755,13.9097,-6.02572,-1.28,-1.48,17.8211,1.93187,19.2962,139.572,-2.42858,0.7,3.2321,0.4,-8.34413,8.53328,29.8431,27.4418,77.0487,11.2777,91.3247,81.4733,-51.4571
E_S_WWC_WM_539,0.394933310185795,0.281788027461794,-1.32028,5.51033,15.335,-6.55448,-1.48,-0.24,-4.82116,1.24,-10.4077,143.336,-2.89352,0.6,17.9993,0.3,18.1899,23.4294,25.1944,15.5143,31.1844,-49.0891,-30.8071,14.7766,-194.508
E_S_WWC_WM_540,0.330315008625324,0.270962924186046,7.66194,-4.31862,-6.65047,1.10384,1.98,-1.55,6.0469,3.96676,-44.4561,94.4304,-2.27495,0.4,14.0852,-0.3,55.681,18.3489,0.530137,5.29214,69.5631,-32.0346,-49.6834,9.83525,87.5564
E_S_WWC_WM_541,0.320409359969632,0.253141882687708,1.60259,2.94791,9.57447,10.048,0.22,0.73,16.5415,-4.14535,3.22664,36.4613,4.35607,0.5,1.2461,-0.4,10.2606,3.49829,-2.6999,48.144,112.035,29.5448,125.235,65.8777,-5.42799
E_S_WWC_WM_542,0.283091862150291,0.251027963744186,5.36709,-3.65874,-5.99119,-6.48143,2.16,2.15,17.0063,7.28698,48.7436,-5.30879,-3.13219,0.4,-11.0677,0.5,-1.09996,-13.6355,-18.2926,-9.46379,30.6317,39.5858,-11.5449,-26.5439,-9.4962
E_S_WWC_WM_543,0.365383979478217,0.245336958913621,2.7798,-7.52126,12.3707,-9.58829,0.05,-1.13,-6.63036,7.98638,-9.06565,132.246,-5.03799,-0.1,6.71283,0.5,51.5371,3.60969,25.0159,-5.23918,90.8391,49.0135,-16.2278,13.6728,89.4922
E_S_WWC_WM_544,0.263880352048928,0.246005721963455,-6.97501,-6.1157,9.64618,-0.739422,0.06,0.33,6.08786,9.77056,44.3523,-24.4732,-12.1129,-0.1,-8.60469,0.1,29.2518,-6.31918,12.6884,-11.5905,42.2961,48.6499,117.698,-55.6394,-153.697
E_S_WWC_WM_545,0.364320531388269,0.262733660498339,1.36967,9.64976,12.5852,-4.33536,2.37,1.93,0.148148,-3.34877,12.3684,-82.9623,-9.43109,-0.1,-2.87648,0.7,50.9937,-11.7401,29.2287,-14.309,-27.6356,2.71386,119.48,6.13296,-91.073
E_S_WWC_WM_546,0.262616729355438,0.299796174488372,1.03776,9.16835,-1.28114,-17.2308,0.47,-1.55,-1.97592,-2.13589,35.4583,-6.09754,1.3975,0.6,-9.36371,0.4,27.0889,-7.94585,23.8169,54.601,19.1961,15.8736,-36.5606,-51.4902,-178.513
E_S_WWC_WM_547,0.413187470093104,0.250307006375415,7.81568,-1.93819,14.4931,18.3652,0.04,-0.64,-6.83014,6.26651,29.2445,87.3078,4.06274,0.2,20.6006,0.9,57.5234,12.0606,-2.22478,13.7899,64.2025,-24.9085,93.7837,85.3683,-126.333
E_S_WWC_WM_548,0.407154832181599,0.270487030953488,4.71812,7.56294,-4.13792,5.90266,2.44,1.28,-4.10263,-3.73546,3.7399,141.855,0.235262,0.4,6.45565,-0.1,21.0157,28.7176,-9.61105,-24.2034,43.9449,-22.6828,31.9609,-7.17131,50.2399
E_S_WWC_WM_549,0.276657090892753,0.25922421461794,11.3568,-1.37923,13.3874,-5.76237,-1.27,0.29,19.0385,-4.2911,-38.9001,-71.8895,-4.68689,-0.2,-3.48093,0.6,44.8676,-6.4317,10.0473,36.5672,51.4293,-11.3883,-40.511,-57.3813,-41.0291
E_S_WWC_WM_550,0.323894023508444,0.270031248169435,8.38386,2.53435,5.68266,4.30775,-0.43,0.81,17.8607,3.16646,-40.5443,-91.8862,-6.28567,-0.4,19.8384,0.1,20.8245,-18.0893,-1.46832,49.7805,-29.7137,-2.51593,68.8717,7.93756,-162.31
E_S_WWC_WM_551,0.30532825693592,0.29995405817608,3.22923,8.77802,-5.70982,-19.7845,1.03,-0.24,-3.78131,6.3212,35.2706,134.648,2.22963,0.3,10.6614,0.1,35.4487,-8.97862,-29.1429,42.5289,81.0894,48.4429,90.8275,-13.9458,-40.2284
E_S_WWC_WM_552,0.30410402515944,0.284746844714286,0.799976,9.41738,11.143,-14.0463,-0.43,1.07,3.83212,2.00545,37.4293,7.67427,-11.906,0.5,-17.4867,0.8,53.5309,29.0044,-1.68627,45.2122,6.81047,34.83,38.6138,-41.4987,21.7907
E_S_WWC_WM_553,0.29445249262049,0.267387847980066,8.70444,-0.458843,-3.67587,12.0063,0.32,0.58,13.6039,8.41012,30.7141,34.7772,-6.45991,0,-19.8152,0.7,-21.0316,-14.2347,21.2375,2.61047,26.8025,-23.9572,101.384,-59.1351,-108.319
E_S_WWC_WM_554,0.287750722070538,0.288216089418605,-6.06268,6.70392,-7.3186,-18.0204,-1.01,1.71,5.70517,-3.29662,24.5197,46.9333,-0.743109,0.3,14.9134,-0.2,26.2153,-10.0433,-15.1465,11.8439,-45.1315,3.84176,22.2615,-39.0517,11.8894
E_S_WWC_WM_555,0.360400710987469,0.262496664671096,11.0838,-5.05559,-1.77143,4.46638,-0.49,0.64,18.28,5.37716,-31.4208,127.009,0.690414,0.7,19.9802,0.5,0.894393,24.939,17.7967,11.4857,34.3661,-4.60111,90.9158,-14.2313,95.6528
E_S_WWC_WM_556,0.23073623013821,0.2703748360299,-0.248724,-0.602776,13.9459,-5.96281,-1.26,-1.7,19.2781,6.40842,26.6708,82.9066,-4.71554,-0.1,-5.83536,0.7,-14.0855,-3.24623,-25.8855,23.989,83.587,-25.622,69.8634,-50.0044,66.1779
E_S_WWC_WM_558,0.456172752181231,0.308950277136213,0.806445,11.0414,0.354838,-12.1133,2.46,0.3,1.23852,8.1145,14.0097,144.477,-9.78265,0.3,-5.10588,0.1,57.3284,-11.5165,-7.73174,-13.5171,46.4662,19.4551,-26.0368,29.8537,97.7686
E_S_WWC_WM_559,0.354621089092973,0.253737076940199,-6.0247,2.46668,0.807548,12.9687,2.08,0.93,-4.14919,-3.55434,-30.938,-34.7824,-8.56909,0.8,11.2809,-0.2,46.5296,13.2654,19.0824,-19.8109,14.3101,-4.85603,114.366,-24.5309,-135.208
E_S_WWC_WM_560,0.395914876400771,0.272408006139535,-0.167774,1.48148,-7.27312,19.9607,-0.87,-0.1,14.8651,1.89152,31.0002,124.084,4.46698,0.4,-19.3851,0.2,50.2388,-15.7502,14.8883,-3.32784,-40.5175,1.44293,32.5243,69.7365,-161.346
E_S_WWC_WM_561,0.323977940526467,0.292818052561462,1.23307,12.5129,9.5308,-17.0844,0.98,-1.15,-8.04017,-4.11547,9.9787,23.0432,-11.3552,0.4,22.9498,-0.3,8.46223,-8.64281,-23.3503,10.8624,-41.1385,36.1476,115.919,4.10828,-127.21
E_S_WWC_WM_562,0.430370384342238,0.267884883627907,0.139506,-5.75465,-5.67642,-12.6899,-0.94,2.03,9.42337,-3.43828,-7.09834,120.461,-7.0831,0.6,-10.9721,0.2,29.5285,13.6692,26.6937,21.6595,103.785,28.0109,119.823,57.4883,63.7962
E_S_WWC_WM_563,0.207224806295644,0.28175747664784,-7.65277,7.7218,3.42508,-5.45173,-0.4,-0.74,15.4196,-1.37427,-19.5561,120.117,1.15648,0.4,-9.82055,0.6,14.4584,27.9127,-23.1253,-8.66586,49.6705,29.2313,103.843,-56.8255,138.361
E_S_WWC_WM_564,0.441133447358477,0.271420964863787,5.92184,-2.38872,19.4955,-12.2633,1.86,-1.16,7.24799,-1.5833,-0.48562,115.69,-12.5747,-0.3,3.40382,0.8,12.7885,-12.0222,-2.26839,-19.0408,25.0402,25.8742,30.5561,78.0195,-59.4077
E_S_WWC_WM_565,0.280001110240112,0.275897083116279,3.52084,14.0608,2.17828,13.2481,1.07,-0.38,-3.2747,5.5701,18.3298,-79.4199,3.68451,-0.1,21.4965,0.9,-13.83,-9.89498,-20.3884,37.7312,-33.3707,32.801,-36.6219,5.92892,-9.60573
E_S_WWC_WM_566,0.290697227471307,0.254354121139535,11.2647,14.2414,-0.0500485,2.82385,-1.16,1.91,2.60556,0.127388,8.47876,-64.0702,-6.25479,0.7,7.80994,0.4,-2.61646,13.0317,10.8679,-21.4439,-43.5876,35.0857,2.44929,-50.4913,-39.6955
E_S_WWC_WM_569,0.341865519301705,0.253439205873754,0.332503,1.58141,-1.91957,-17.1611,0.49,1.17,7.70847,-3.23673,20.5853,-67.3735,-10.3025,-0.4,12.5081,0,-3.82904,15.7077,-23.1821,-22.2471,-36.1534,-35.6411,27.2912,24.772,-74.6984
E_S_WWC_WM_570,0.423096151343233,0.244620785302325,13.9331,-5.87381,12.8849,8.59173,1.91,1.06,-6.73768,-0.160129,-32.2176,107.725,-5.4467,0.4,23.3826,0.5,-5.1535,26.2319,-25.7048,0.679624,100.558,-40.4925,84.9804,62.1508,106.988
E_S_WWC_WM_571,0.387837995675171,0.278748893737542,-2.88024,-7.983,10.6834,0.299608,2.43,0.34,3.52777,-4.72144,2.34503,119.041,2.42915,0.1,-20.8824,0.4,17.0342,13,15.8531,51.8572,10.3125,10.1514,42.4128,62.8302,48.4067
E_S_WWC_WM_572,0.344906149962359,0.278922641043189,-7.42602,-4.57939,14.8062,-15.5004,1.97,2.48,7.02122,3.38913,-11.6622,25.5345,-10.1392,0.7,9.82795,0.2,43.536,-12.6308,-18.1975,47.672,9.58088,38.0502,24.5613,4.63293,71.9545
E_S_WWC_WM_573,0.244064954134896,0.250611872049834,13.0709,-2.55852,18.8817,9.47049,-0.34,0.65,5.6076,-1.64504,47.3836,5.39139,4.29155,-0.1,-8.08946,-0.2,16.2301,9.1898,-19.9425,27.2823,26.9653,48.2634,-7.87102,17.73,-80.0455
E_S_WWC_WM_574,0.24871277765137,0.274480021019934,3.84474,-7.05529,-6.8122,-6.32098,1.57,1.04,-9.22453,4.06437,2.22937,110.989,2.07094,0.3,12.3973,1,-14.025,-7.09639,18.0311,42.3504,-19.8139,-25.7842,85.285,-24.1495,-6.17395
E_S_WWC_WM_575,0.398269905499224,0.269402592767442,-7.22523,-3.99629,16.1569,4.61736,-0.82,0.76,-3.00575,0.19474,-20.5492,93.6162,2.03825,-0.3,21.8622,0.7,6.03349,-0.671307,-12.2597,46.8448,103.026,47.4491,11.2745,42.0122,66.8057
E_S_WWC_WM_576,0.333815319834098,0.293307550498339,-3.90617,-6.85375,16.4925,-12.2887,0.4,0.07,-8.52558,0.521936,9.22828,1.65602,-6.39124,0.4,7.88471,-0.1,35.5202,26.4923,20.6737,41.6186,117.328,23.333,-53.0151,59.5482,-44.9067
E_S_WWC_WM_577,0.288879667048213,0.238453819305648,10.0401,6.75439,12.0259,8.01674,-0.6,1.45,17.2196,-2.67401,-10.2844,-69.9979,-1.81477,-0.1,24.2705,0.8,53.9478,10.6845,-19.3145,0.487496,32.1409,-31.6174,118.997,-20.2421,38.9798
E_S_WWC_WM_578,0.341214646193913,0.249285510299003,14.82,2.59603,-2.78645,3.72538,2.34,2.49,-2.72728,-3.38919,-4.30148,-80.9151,-3.36425,0,-3.50401,0.2,-14.4984,-5.34954,8.69396,4.15964,33.4603,1.70069,-2.12396,22.7945,120.975
E_S_WWC_WM_579,0.268873420845619,0.28532927058804,9.2592,7.27947,19.4458,3.08647,-0.79,-0.31,-2.04962,0.970734,-49.6033,2.55163,2.18541,0.1,-14.5598,0.2,26.7872,20.8719,28.573,53.5322,2.83157,17.3887,56.7094,-34.8363,-67.4281
E_S_WWC_WM_580,0.405445810323032,0.300556488591362,2.88578,7.10137,3.91689,-1.96293,-0.49,-1.4,14.7322,-3.79826,18.9938,95.1981,-11.7221,0.1,-19.556,0,-16.9315,-9.78815,-19.2109,52.4091,110.033,14.1695,136.613,-13.3508,-125.202
E_S_WWC_WM_581,0.416047532557178,0.247724808006644,13.6247,0.168285,17.6344,-18.3682,-0.91,-0.07,-0.578024,8.15162,-3.44286,86.5938,-5.63448,0.5,-4.24132,0.7,43.4663,-1.86093,-18.6787,-9.87203,0.580288,29.0767,120.126,68.7317,-168.699
E_S_WWC_WM_582,0.30094212019009,0.261071442581395,12.2492,1.8634,-1.44176,11.6422,1.42,1.25,4.84072,-1.97843,-16.4054,19.2116,2.15239,0.6,16.4728,0.6,37.9798,28.6935,-29.1147,32.6107,-59.4953,20.6621,23.5452,-2.73694,91.0721
E_S_WWC_WM_583,0.330338256361969,0.260819738996678,14.4085,-1.44458,19.4247,-7.01823,-0.17,2.05,-3.14621,3.94572,-12.8377,-66.3368,-9.32394,-0.2,-14.6268,-0.1,44.9977,12.7976,5.70773,52.243,-51.8421,-13.4829,109.961,-3.6792,40.0421
E_S_WWC_WM_585,0.364757042791605,0.255084646744186,14.7942,-6.47213,-1.09279,17.8863,1.89,-0.08,19.6887,0.39777,2.67085,111.926,-4.03375,0.5,1.90727,0.7,56.746,-4.00774,-10.007,-7.34826,-8.36711,14.3807,90.5598,20.5198,-35.5266
E_S_WWC_WM_586,0.389956898197114,0.282931846956811,9.79815,14.2762,3.49369,-18.1868,-0.26,0.15,-4.49331,1.01573,11.0413,25.2267,-14.0546,-0.2,-8.32868,0.6,-16.8598,2.73213,19.841,-3.49731,51.24,19.5859,49.7118,46.0407,-143.21
E_S_WWC_WM_587,0.334537558289654,0.295608382687708,-2.01592,7.77924,10.4507,-12.884,1.56,-1.48,7.38657,-0.854262,-34.992,-76.7586,-14.1623,-0.2,21.4282,-0.2,-9.98477,20.64,-13.2105,48.746,84.5339,-3.33942,117.044,80.6637,83.0912
E_S_WWC_WM_588,0.412390921295234,0.281985182627907,2.32805,11.9385,16.5391,18.4005,-0.11,-1.21,12.694,-2.44776,-7.87191,125.311,4.78586,0.5,24.7812,0.8,4.75773,23.0518,7.62489,-9.78623,30.2894,-24.0397,60.7175,59.7062,27.4284
E_S_WWC_WM_589,0.332825472251525,0.258306854531561,-7.06221,-5.34889,10.9803,-5.34354,-1.15,1.99,6.01954,4.71037,-20.041,21.7297,-11.7692,0.3,1.32379,0.9,-22.6081,19.9064,-15.7505,12.746,-48.0185,48.738,82.9657,-38.2566,-15.8021
E_S_WWC_WM_590,0.32165650445403,0.276548058754153,1.49218,12.8963,-6.53278,1.20524,0.4,1.92,3.40647,4.24606,-10.5889,-14.6191,-11.0434,0.3,-2.33142,0,56.8862,12.4459,-29.5358,-18.0836,-57.0766,-49.8203,-14.3906,-26.3131,64.7028
E_S_WWC_WM_591,0.290055644543553,0.231227754524917,14.4162,-0.899217,11.3016,9.83528,-0.15,0.95,-9.05438,6.13164,-39.8811,-60.5136,-0.873988,0,-14.8422,0.3,-16.606,22.5396,-10.2644,-0.498527,114.539,38.5471,-22.5075,20.0571,14.4442
E_S_WWC_WM_592,0.369133682609044,0.291990935119601,-0.615806,-2.99821,0.570191,19.6272,0.25,-1.73,7.5255,5.65478,22.9152,95.8915,-2.99011,-0.3,6.00344,-0.1,22.5247,-18.0053,2.72946,43.4589,-13.8392,-12.314,22.9983,-15.7797,107.81
E_S_WWC_WM_593,0.282558039527782,0.245559856511628,12.8188,-2.51612,-1.80295,-8.32174,1.07,-0.19,-5.74791,5.03655,20.8713,-57.1084,-1.7173,0.4,11.8393,0.4,51.7211,-7.45628,27.0799,34.1731,-51.5318,37.5699,-24.3031,-32.812,70.6911
E_S_WWC_WM_594,0.418561746609943,0.280723814039867,14.5334,-6.34605,5.9484,19.0663,1.77,1.7,2.40887,7.55469,-28.5626,136.337,-13.2614,0.7,-7.97674,-0.1,20.744,27.3137,-8.75506,28.5819,107.976,15.4316,-20.8976,20.2403,39.0198
E_S_WWC_WM_595,0.340436999266563,0.2833882720299,-5.67476,7.4964,-2.33954,-18.4652,-0.68,-1.36,-2.25807,2.29189,-44.3993,75.4375,-8.37552,-0.1,-23.0213,0.1,-1.07422,-9.30925,-24.5383,-14.385,78.5063,-28.2993,81.5825,-10.6512,-196.151
E_S_WWC_WM_596,0.226677831227809,0.264727889923588,0.527561,-5.5525,3.08507,-10.5732,-0.56,0.67,10.9461,3.89664,-17.7311,7.09599,-3.2731,-0.2,13.5867,0.5,29.3806,29.1099,-27.8259,52.7046,98.3182,18.5468,-43.9415,-50.2549,45.6537
E_S_WWC_WM_597,0.33062538734719,0.246082934598007,6.59004,-3.51848,6.55712,-14.6896,1.71,0.92,-6.57662,-4.50356,-34.2085,-78.0554,-5.76663,0.3,18.7015,0.7,37.6053,7.90228,-22.4699,5.63605,-38.223,-7.72288,-47.0149,60.9193,92.1014
E_S_WWC_WM_598,0.42621515855025,0.298860371956811,9.70899,-3.96128,-1.34658,17.4173,1.49,-0.37,2.26838,5.55613,26.0856,107.224,-11.6008,0.2,-22.7905,0,-15.5479,-9.36673,-17.3213,27.5635,-52.7742,-4.40546,-20.5518,81.1945,-45.2431
E_S_WWC_WM_599,0.348768821000129,0.301689460624585,12.8844,9.98111,6.78325,2.62713,2.25,-1.61,0.930061,8.6347,-3.75876,42.6054,-7.43789,-0.1,-4.13559,0.8,-10.2056,-12.2769,-20.9554,53.1882,56.6608,-39.162,76.3067,25.2022,8.69341
E_S_WWC_WM_600,0.210023781183807,0.305329955890365,-7.47791,14.8996,8.67513,-0.544374,-1.35,-0.28,8.73696,-1.95351,16.3957,4.88408,2.37814,0.6,17.7102,0.2,-20.635,-6.35841,-28.1605,45.8151,46.1293,-2.69544,58.2851,-28.5512,-110.571
E_S_WWC_WM_601,0.377557139021264,0.279919578581395,8.29876,-0.68509,-4.27878,-11.0433,1.79,-0.91,12.7145,2.12208,-47.6531,60.943,-5.95721,-0.3,-16.6062,0.6,46.8148,-14.8047,-1.11511,31.9278,-38.7778,-24.8314,113.389,66.6381,-32.3928
E_S_WWC_WM_602,0.273366045950364,0.27428071464784,14.225,9.63668,-3.97651,7.46483,0.83,0.7,-5.18334,9.42012,6.15086,20.4572,3.53338,0.4,21.7181,0,16.5981,-13.2455,21.1606,41.6862,73.843,-21.4186,-27.3362,5.48121,-49.9506
E_S_WWC_WM_603,0.384426984967851,0.272214297415282,-3.29506,-0.525139,4.10576,-11.2134,-1.07,-1.15,-8.49639,3.07084,41.3734,132.149,2.29397,0.2,7.52891,0.2,25.7193,6.56457,-4.4238,19.9494,110.282,-13.8272,149.538,12.0141,141.343
E_S_WWC_WM_604,0.396535399224732,0.291467540877076,-2.12652,5.19093,-6.86849,-15.0382,2.31,-0.2,0.248699,-2.09392,-48.4737,128.917,-0.85004,0,20.1032,0.7,45.9834,14.6708,-19.0778,20.029,43.5731,-8.42526,142.873,-33.7808,18.0395
E_S_WWC_WM_605,0.289835852802934,0.252196713578073,-1.48067,11.8823,16.9969,-6.71047,-0.52,-0.86,0.47146,6.34085,45.1514,-68.366,-0.450964,-0.1,10.9011,0.4,-12.2334,-17.3981,7.04017,-10.9791,112.801,-2.83929,140.34,52.8865,-148.771
E_S_WWC_WM_606,0.255754465587404,0.266896025398671,3.04517,0.344745,-3.71871,10.4067,0.37,2.12,-3.52195,5.49087,-23.9486,86.7495,-5.15837,0.4,-1.04156,1,-7.14909,4.91595,-0.704175,3.45189,96.3636,47.9533,6.31215,-59.4618,129.067
E_S_WWC_WM_607,0.304553797749397,0.246918650318937,4.69164,5.97576,8.42473,-7.08534,0.21,-0.18,16.359,1.67151,17.4565,23.3161,3.7247,0.3,21.691,1,16.7989,9.82516,-29.9826,10.6563,90.2586,43.9944,-55.0908,74.9937,-129.837
E_S_WWC_WM_608,0.384042956720106,0.267950587495017,-2.17589,6.75126,-6.15302,-19.6241,-1.49,2.25,11.0396,7.32167,-29.468,3.11396,-8.49431,0.4,-5.29181,0.6,40.6825,26.387,-23.981,11.9173,1.11919,17.005,74.591,66.1798,121.333
E_S_WWC_WM_609,0.352142134594221,0.303871879671096,6.65609,12.8381,-4.5816,-4.90108,-0.5,1.67,12.6016,7.05882,19.0942,-32.9422,-14.7962,-0.1,-24.6343,0.2,19.2931,-10.7396,-24.7169,40.5623,-36.8096,-6.85966,60.4216,19.5177,4.62645
E_S_WWC_WM_610,0.364751228939627,0.265585447598007,-2.04933,-0.0894318,7.82808,-17.9221,0.8,0.09,3.85522,7.76872,19.2036,100.271,1.20937,0.1,-20.7465,0,29.8585,-0.756505,29.1905,5.54563,118.594,31.8706,64.6186,78.7151,-137.044
E_S_WWC_WM_611,0.368873069687613,0.254672062857143,5.44555,-7.20446,8.3926,-1.55766,1.38,-1.17,-7.73161,-3.2007,48.1842,127.433,-6.45312,0.4,2.03635,-0.4,51.8538,4.66907,9.69321,7.2693,-25.6334,-5.38091,64.442,-55.7661,-121.484
E_S_WWC_WM_614,0.342530491237221,0.246830718455149,2.49977,-4.05757,16.6952,17.4998,2.33,-1.65,10.6014,3.77551,-26.9623,-50.3603,-7.62494,0.5,-9.03664,0.1,34.0031,3.87277,29.0557,-21.0421,-22.8674,42.62,1.60328,18.9376,-15.096
E_S_WWC_WM_615,0.30453787061016,0.271556437348837,11.5401,1.84053,14.263,-11.7484,2.44,-0.59,17.7241,-0.0491714,20.0433,-75.6599,-12.055,0.6,17.0425,0.6,-17.4558,-2.84901,15.4496,16.741,97.6481,9.11821,2.26356,-37.1463,82.1942
E_S_WWC_WM_616,0.415938844735367,0.294315118189369,-4.13834,11.2804,4.90908,-6.61939,-1.63,0.21,-9.58623,-2.1215,43.458,112.236,-10.8118,0.5,-6.58382,0.8,-11.5755,-2.96076,-10.1609,-12.1932,114.915,-34.0716,80.607,44.9356,1.03757
E_S_WWC_WM_617,0.240429245029079,0.258447707837209,-1.85554,-1.17721,1.48267,-16.7611,-0.1,0.52,-3.1281,-3.83319,22.4358,85.5621,-4.26678,0.4,14.5567,0.7,23.3975,-16.9495,10.633,-18.2874,85.1278,23.1208,91.7901,-53.1279,-199.063
E_S_WWC_WM_618,0.384211982407355,0.27628532286711,-5.60722,1.2949,7.68768,-6.80876,1.58,-0.34,5.1749,9.15599,39.8559,7.25564,-14.0078,-0.4,9.48079,0.8,9.30188,23.5265,-6.96152,19.7012,70.4007,-29.3607,37.765,89.1595,49.3522
E_S_WWC_WM_620,0.208710753450506,0.282563746621262,3.1989,-3.43814,17.0092,0.746453,-1.32,0.14,-8.25619,8.57802,32.3345,-41.7799,4.22312,0.6,9.30174,0.7,32.5963,25.1178,16.8631,30.973,-27.2674,-28.044,7.39161,-35.1178,-92.4595
E_S_WWC_WM_621,0.408417991615172,0.293818210069767,4.48924,13.1459,13.653,-4.44108,-0.65,-1.3,15.5814,1.16413,41.8146,146.008,-5.60811,0,24.0065,-0.2,4.37704,8.37078,-3.40121,18.2301,14.8005,-33.3417,-59.486,-34.3746,-28.8651
E_S_WWC_WM_622,0.474040443854307,0.308962448119601,-6.83696,14.3562,-0.0237125,5.06396,1.22,2.31,5.11886,5.62344,-0.620434,123.084,-5.58687,0.7,-11.839,-0.2,48.0994,-4.11835,-3.79551,35.4333,-1.80468,-33.007,67.8185,64.4413,94.305
E_S_WWC_WM_623,0.44669061304954,0.277686391408638,-6.86378,-3.35733,-5.05328,-10.0991,1.06,0.08,10.1255,1.41637,0.784581,137.129,-13.6805,0,-12.6013,0.9,-11.2182,-18.6849,12.5042,22.9602,111.719,13.642,99.6222,36.0543,-117.451
E_S_WWC_WM_624,0.206955923846014,0.269125989860465,2.53704,4.18995,15.4382,7.83779,1.93,-0.3,-8.92369,4.34223,-43.7666,110.128,2.78916,0.2,11.0601,0.6,48.1418,12.7063,-6.74542,-24.7427,-19.8305,5.72965,2.08694,-57.1347,-60.7902
E_S_WWC_WM_625,0.292647146188361,0.251888823385382,2.23695,-6.59348,4.92569,-17.7318,0.48,2.34,-8.02077,0.710599,36.7545,-79.6718,-2.56468,0.7,21.1608,-0.1,14.528,3.37309,0.91996,-7.69945,-7.7495,43.2878,26.0093,-3.11164,81.7505
E_S_WWC_WM_628,0.443975939337406,0.2746674620299,3.10536,-4.99318,18.3826,-17.7123,0.06,0.36,-4.71688,2.31578,-14.3908,148.793,-9.05113,0.2,0.0262474,-0.4,-16.6717,19.8097,13.0466,32.0645,-17.5864,-24.4808,110.319,72.3531,-66.6255
E_S_WWC_WM_629,0.333360024001113,0.256967328239203,-7.60222,-6.53659,6.71093,-7.2322,0.83,1.88,-4.321,0.0644063,-35.5371,-25.9797,-3.78206,-0.1,-5.56502,0.4,42.4271,-3.50536,6.79044,49.6942,98.6354,-28.5554,104.759,74.2109,16.8754
E_S_WWC_WM_631,0.346777659091862,0.264397351754153,4.88157,5.62857,15.7313,9.12016,1.49,1.63,11.5991,5.99262,35.2915,19.9748,2.02304,-0.1,-9.09129,-0.3,-7.77825,-16.0472,20.2116,14.7459,54.7002,38.8238,58.016,82.6033,131.183
E_S_WWC_WM_632,0.43137747727694,0.284276532511628,9.93163,0.646894,-1.01117,8.71621,2.19,2.1,-9.25067,-1.19796,-30.0122,108.195,-10.0951,0,-1.37929,-0.2,55.0952,8.45809,14.731,39.6174,105.616,24.9924,28.8918,53.811,-93.2021
E_S_WWC_WM_633,0.259337355395304,0.283839437564784,5.75453,13.5985,13.8075,14.8911,1.28,1.79,12.5249,-1.71998,30.0161,-84.5359,-3.02358,0.2,19.4053,0.4,9.1439,19.2907,-6.25036,50.0853,-49.1799,-4.07798,30.9112,-25.5579,-85.5948
E_S_WWC_WM_634,0.309413919567232,0.27509712876412,13.7712,9.80279,0.457716,-2.58153,2.01,-1.52,3.66169,-2.76557,-38.6187,0.163785,1.46013,-0.4,19.9263,0.1,0.769032,15.2444,-27.073,1.40378,22.2001,-16.7664,77.8287,5.12939,137.721
E_S_WWC_WM_635,0.350884296072262,0.272201197,-4.86201,10.5604,2.59573,8.98058,2.03,0.11,-6.02653,1.06309,-26.7376,94.3083,3.28345,0.6,15.6958,0.9,15.1732,-13.448,22.8524,-1.01412,87.699,-38.9952,16.6164,46.0755,113.353
E_S_WWC_WM_636,0.371311314065818,0.274957043747508,2.46309,-5.1143,-4.45141,0.535213,1.55,-1.77,6.50637,-4.12848,13.5263,5.97437,-8.98883,0.5,7.74973,0.5,37.4068,26.1394,17.4076,37.4338,-45.9869,27.7021,123.55,45.055,-72.964
E_S_WWC_WM_637,0.307398094269106,0.263011355697674,3.38561,7.02784,19.3937,-14.473,-0.53,2.29,18.524,9.01102,42.8236,-91.1366,-8.59508,0.5,-2.19005,0.1,8.85438,22.1166,4.06417,2.35485,37.0924,-0.314495,15.6596,4.38192,-30.6928
E_S_WWC_WM_638,0.303994188850478,0.247462298063123,14.4782,3.14297,10.3661,7.73074,0.38,0.97,3.9566,9.4788,40.9023,-72.1825,-0.668011,0.1,12.1925,0.9,-10.869,16.9072,17.1937,28.2997,65.8209,-46.9154,13.6081,58.5213,-173.263
E_S_WWC_WM_639,0.37731602799169,0.288836955059801,5.9458,1.75572,-2.16443,-2.9783,1.88,-1.5,4.04963,9.16987,41.9505,117.447,-2.34028,-0.3,13.7918,0.6,14.5889,21.7619,17.8755,7.46256,-0.150447,42.2998,66.679,0.438993,-189.353
